age,gender,no_of_siblings,mother_occupation,mother_monthly_income,father_occupation,father_monthly_income,average_grade_g12,average_grade_first_year,grades_understanding_self,grades_purposive_communication,grades_art_appreciation,grades_sts,grades_environmental_science,grades_intermediate_programming,grades_discrete_mathematics,grades_contemporary_world_with_peace_education,grades_mathematics_in_the_modern_world,grades_introduction_computing,grades_fundamentals_of_programming,study_hours,study_strategies,regular_study_schedule,attendance_rate,class_participation,time_management_rating,study_deadlines_frequency,motivation_level,engagement_level,stress_frequency,coping_effectiveness,graduate_on_time
19,M,3,Housewife,0,Househusband,0,95,85.0,87.0,79.0,88.0,77.0,85.0,77.0,96.0,94.2,80.0,95.0,77.0,5-10 hours,Sometimes,0,More than 90%,Extremely actively,Fair,Often,Not motivated,Very engaged,Often,Very effective,1
20,F,1,Delivery Rider,10000,PUV Driver,12000,93,86.4,90.0,76.0,84.0,78.0,86.0,78.0,93.0,95.9,93.0,86.0,91.0,More than 20 hours,Always,1,50-70%,Moderately,Fair,Always,Very motivated,Very engaged,Rarely,Very effective,1
18,F,0,HR,22000,Factory Driver,14000,76,81.1,90.0,79.0,76.0,84.0,80.0,70.0,92.0,90.4,77.0,75.0,79.0,More than 20 hours,Rarely,0,Less than 50%,Slightly,Poor,Often,Very motivated,Moderately engaged,Often,Moderately effective,1
19,F,1,Tailor,9500,Factory Worker,11000,90,82.7,78.0,95.0,76.0,88.0,76.0,77.0,85.0,90.9,78.0,88.0,78.0,Less than 5 hours,Often,1,71-90%,Slightly,Excellent,Sometimes,Extremely motivated,Moderately engaged,Often,Very effective,1
20,F,2,Housewife,0,Sales Associate,12000,88,85.3,74.0,78.0,90.0,87.0,83.0,80.0,96.0,93.5,83.0,97.0,77.0,16-20 hours,Sometimes,0,Less than 50%,Not at all,Poor,Often,Extremely motivated,Moderately engaged,Sometimes,Very effective,1
21,M,4,Sales Clerk,12000,Customer Service Representative,20000,97,85.5,74.0,79.0,82.0,75.0,89.0,81.0,98.0,93.0,96.0,80.0,94.0,5-10 hours,Rarely,0,71-90%,Moderately,Excellent,Always,Very motivated,Extremely engaged,Never,Not effective,1
19,M,0,Teacher,18000,Plumber,13000,86,82.5,80.0,87.0,70.0,84.0,87.0,76.0,77.0,91.6,87.0,76.0,92.0,11-15 hours,Sometimes,1,More than 90%,Slightly,Good,Always,Moderately motivated,Very engaged,Rarely,Very effective,1
18,M,1,Housewife,0,Warehouse Staff,13000,84,83.1,79.0,80.0,84.0,77.0,82.0,93.0,78.0,97.7,83.0,77.0,83.0,5-10 hours,Always,0,Less than 50%,Not at all,Good,Often,Not motivated,Very engaged,Never,Very effective,1
20,M,2,Yaya,8500,Call Center Agent,23000,82,86.3,93.0,86.0,78.0,81.0,76.0,92.0,95.0,89.0,88.0,87.0,84.0,16-20 hours,Sometimes,0,Less than 50%,Very actively,Excellent,Always,Very motivated,Extremely engaged,Often,Extremely effective,1
19,F,1,Housewife,0,Maintenance Worker,14000,81,79.0,71.0,71.0,83.0,83.0,73.0,77.0,79.0,85.8,77.0,84.0,85.0,16-20 hours,Sometimes,1,Less than 50%,Very actively,Poor,Sometimes,Very motivated,Very engaged,Often,Very effective,1
22,M,5,Security Guard,0,Delivery Rider,12000,78,84.6,84.0,73.0,78.0,71.0,92.0,92.0,92.0,98.6,96.0,77.0,77.0,16-20 hours,Often,0,More than 90%,Very actively,Poor,Often,Moderately motivated,Moderately engaged,Sometimes,Not effective,1
18,M,0,Factory Worker,10000,Janitor,9000,89,81.6,78.0,84.0,95.0,74.0,75.0,82.0,85.0,95.2,76.0,76.0,77.0,11-15 hours,Sometimes,1,50-70%,Moderately,Fair,Always,Not motivated,Extremely engaged,Rarely,Very effective,1
20,F,1,Housewife,0,Office Staff,15000,94,84.4,76.0,73.0,90.0,86.0,77.0,85.0,89.0,96.6,76.0,82.0,98.0,More than 20 hours,Often,0,More than 90%,Not at all,Poor,Always,Not motivated,Very engaged,Sometimes,Very effective,1
21,F,2,Housewife,0,Waiter,11000,95,87.4,84.0,89.0,84.0,83.0,82.0,92.0,79.0,91.0,96.0,87.0,94.0,5-10 hours,Often,0,71-90%,Very actively,Poor,Always,Not motivated,Extremely engaged,Often,Not effective,1
19,M,4,Cashier,14000,Retail Salesperson,16000,93,81.9,90.0,80.0,76.0,68.0,79.0,81.0,79.0,97.8,87.0,86.0,77.0,Less than 5 hours,Rarely,0,71-90%,Not at all,Poor,Always,Not motivated,Extremely engaged,Often,Moderately effective,1
18,F,0,Waitress,9500,Graphic Designer,19000,76,81.1,80.0,74.0,74.0,77.0,72.0,99.0,80.0,86.0,75.0,84.0,91.0,More than 20 hours,Sometimes,1,More than 90%,Slightly,Excellent,Often,Extremely motivated,Very engaged,Rarely,Moderately effective,1
20,M,1,Government Official,20000,Government Official,18000,90,84.1,77.0,81.0,85.0,90.0,71.0,76.0,87.0,95.3,90.0,95.0,78.0,Less than 5 hours,Often,1,More than 90%,Slightly,Fair,Often,Very motivated,Extremely engaged,Rarely,Very effective,1
19,F,3,Laundry Personnel,8500,Street Vendor,7000,88,84.8,88.0,88.0,74.0,82.0,89.0,97.0,89.0,88.4,78.0,82.0,77.0,More than 20 hours,Often,0,Less than 50%,Not at all,Fair,Always,Not motivated,Slightly engaged,Rarely,Very effective,1
21,F,1,Delivery Rider,14500,Construction Worker,13000,97,85.6,84.0,96.0,78.0,85.0,80.0,76.0,96.0,89.3,82.0,95.0,80.0,Less than 5 hours,Always,1,More than 90%,Not at all,Excellent,Always,Very motivated,Extremely engaged,Often,Extremely effective,1
20,F,0,Street Vendor,12500,Mechanic,15000,86,81.2,84.0,71.0,83.0,71.0,80.0,92.0,95.0,86.2,78.0,77.0,76.0,5-10 hours,Often,0,71-90%,Very actively,Fair,Always,Very motivated,Extremely engaged,Never,Moderately effective,1
18,M,1,Housewife,0,Electrician,11000,84,82.6,84.0,75.0,88.0,84.0,73.0,83.0,79.0,87.8,76.0,90.0,89.0,5-10 hours,Sometimes,0,71-90%,Slightly,Good,Often,Moderately motivated,Moderately engaged,Often,Extremely effective,1
19,M,2,Teacher,22000,Security Guard,12000,82,82.0,82.0,89.0,75.0,83.0,74.0,83.0,85.0,96.2,77.0,78.0,80.0,5-10 hours,Often,0,50-70%,Slightly,Good,Often,Very motivated,Moderately engaged,Often,Extremely effective,1
20,F,4,HR,23000,Jeepney Driver,14000,81,81.5,76.0,80.0,84.0,78.0,75.0,81.0,92.0,92.0,75.0,86.0,77.0,Less than 5 hours,Rarely,1,Less than 50%,Very actively,Fair,Often,Extremely motivated,Very engaged,Often,Moderately effective,1
18,M,0,Housewife,0,Tricycle Driver,8000,78,82.3,71.0,81.0,80.0,89.0,80.0,83.0,85.0,94.6,84.0,80.0,78.0,11-15 hours,Always,1,71-90%,Very actively,Excellent,Sometimes,Extremely motivated,Slightly engaged,Often,Very effective,1
19,M,1,Cashier,13000,Househusband,0,89,83.1,85.0,77.0,75.0,76.0,82.0,80.0,78.0,98.8,96.0,89.0,77.0,Less than 5 hours,Never,0,50-70%,Slightly,Fair,Always,Extremely motivated,Moderately engaged,Sometimes,Very effective,1
20,F,2,Factory Worker,9000,PUV Driver,10000,94,84.9,79.0,88.0,96.0,87.0,79.0,82.0,84.0,85.4,82.0,92.0,79.0,5-10 hours,Often,1,71-90%,Slightly,Excellent,Always,Moderately motivated,Very engaged,Often,Very effective,1
21,M,1,Housewife,0,Factory Driver,13000,95,80.6,71.0,79.0,70.0,87.0,86.0,76.0,88.0,85.1,91.0,76.0,77.0,More than 20 hours,Sometimes,0,More than 90%,Slightly,Good,Always,Very motivated,Slightly engaged,Never,Very effective,1
19,F,5,Sales Assistant,8000,Factory Worker,10000,93,83.4,79.0,88.0,84.0,89.0,83.0,81.0,78.0,89.6,94.0,76.0,76.0,Less than 5 hours,Often,1,50-70%,Slightly,Excellent,Always,Not motivated,Very engaged,Never,Very effective,1
18,F,0,Housewife,0,Sales Associate,11000,76,85.2,78.0,72.0,94.0,78.0,79.0,82.0,96.0,88.6,89.0,85.0,96.0,5-10 hours,Often,0,71-90%,Slightly,Poor,Often,Moderately motivated,Very engaged,Rarely,Very effective,1
20,M,1,Government Official,21000,Customer Service Representative,19000,90,84.3,79.0,86.0,80.0,89.0,82.0,76.0,83.0,91.3,93.0,90.0,78.0,5-10 hours,Often,1,71-90%,Not at all,Good,Often,Extremely motivated,Very engaged,Sometimes,Extremely effective,1
19,M,2,Tailor,11500,Plumber,13000,88,81.6,80.0,72.0,79.0,78.0,82.0,81.0,92.0,87.1,76.0,74.0,96.0,5-10 hours,Never,0,Less than 50%,Not at all,Fair,Always,Not motivated,Very engaged,Rarely,Very effective,1
22,F,4,Yaya,9000,Warehouse Staff,11000,97,83.2,87.0,82.0,71.0,81.0,71.0,87.0,92.0,90.1,91.0,78.0,85.0,5-10 hours,Always,0,More than 90%,Slightly,Poor,Sometimes,Very motivated,Very engaged,Often,Very effective,1
18,F,0,Housewife,0,Call Center Agent,22000,86,81.9,89.0,79.0,79.0,84.0,75.0,76.0,82.0,97.1,84.0,79.0,77.0,5-10 hours,Sometimes,0,71-90%,Very actively,Excellent,Often,Very motivated,Extremely engaged,Never,Very effective,1
20,F,1,Sales Clerk,13000,Maintenance Worker,13000,84,81.7,85.0,79.0,73.0,80.0,80.0,92.0,80.0,91.5,87.0,75.0,76.0,16-20 hours,Always,1,More than 90%,Not at all,Good,Often,Not motivated,Extremely engaged,Rarely,Not effective,1
21,F,3,Housewife,0,Delivery Rider,13000,82,82.0,74.0,89.0,78.0,80.0,85.0,76.0,82.0,95.5,82.0,84.0,76.0,5-10 hours,Always,0,71-90%,Slightly,Good,Always,Very motivated,Moderately engaged,Often,Very effective,1
19,F,1,Housewife,0,Janitor,7000,81,84.8,89.0,90.0,72.0,89.0,86.0,83.0,82.0,96.1,80.0,75.0,91.0,5-10 hours,Rarely,0,Less than 50%,Moderately,Good,Sometimes,Very motivated,Slightly engaged,Often,Very effective,1
18,M,0,Security Guard,13500,Office Staff,16000,78,82.8,70.0,76.0,92.0,82.0,94.0,81.0,92.0,86.3,85.0,77.0,75.0,5-10 hours,Often,1,71-90%,Slightly,Fair,Sometimes,Extremely motivated,Moderately engaged,Often,Very effective,1
20,M,1,Teacher,19000,Waiter,10000,89,86.9,90.0,85.0,84.0,81.0,84.0,92.0,98.0,95.4,77.0,87.0,82.0,11-15 hours,Often,0,71-90%,Very actively,Fair,Rarely,Very motivated,Moderately engaged,Sometimes,Extremely effective,1
19,M,2,Housewife,0,Retail Salesperson,14000,94,85.2,95.0,90.0,82.0,84.0,80.0,76.0,82.0,96.2,76.0,88.0,88.0,16-20 hours,Often,1,71-90%,Extremely actively,Fair,Sometimes,Very motivated,Very engaged,Rarely,Extremely effective,1
21,M,4,Delivery Rider,11000,Graphic Designer,20000,95,85.8,77.0,95.0,82.0,78.0,87.0,92.0,85.0,88.2,82.0,89.0,89.0,16-20 hours,Often,0,50-70%,Very actively,Excellent,Often,Not motivated,Very engaged,Often,Very effective,1
20,M,0,HR,21500,Government Official,18000,93,83.2,76.0,81.0,86.0,72.0,73.0,91.0,85.0,96.7,77.0,89.0,88.0,5-10 hours,Often,1,71-90%,Slightly,Good,Often,Moderately motivated,Very engaged,Sometimes,Very effective,1
18,M,1,Factory Worker,9500,Street Vendor,9000,76,82.1,70.0,86.0,88.0,84.0,82.0,76.0,96.0,87.0,83.0,76.0,75.0,11-15 hours,Always,0,71-90%,Slightly,Fair,Sometimes,Very motivated,Moderately engaged,Often,Very effective,1
19,M,2,Housewife,0,Construction Worker,12000,90,82.3,95.0,79.0,85.0,85.0,80.0,83.0,78.0,94.1,75.0,76.0,75.0,Less than 5 hours,Always,0,Less than 50%,Moderately,Good,Always,Moderately motivated,Very engaged,Often,Not effective,1
20,F,1,Street Vendor,10000,Mechanic,17000,88,85.0,70.0,80.0,90.0,81.0,85.0,76.0,96.0,90.5,96.0,93.0,77.0,Less than 5 hours,Rarely,1,More than 90%,Very actively,Excellent,Rarely,Extremely motivated,Extremely engaged,Rarely,Moderately effective,1
18,F,5,Cashier,11500,Electrician,15000,97,83.4,88.0,91.0,83.0,74.0,85.0,76.0,77.0,90.2,93.0,82.0,78.0,Less than 5 hours,Sometimes,1,Less than 50%,Slightly,Fair,Often,Very motivated,Very engaged,Rarely,Extremely effective,1
19,M,0,Waitress,10500,Security Guard,13000,86,86.2,83.0,87.0,88.0,89.0,84.0,76.0,96.0,96.4,75.0,90.0,84.0,11-15 hours,Often,0,50-70%,Slightly,Good,Always,Extremely motivated,Very engaged,Never,Very effective,1
20,F,1,Laundry Personnel,9000,Jeepney Driver,14000,84,80.8,79.0,78.0,88.0,77.0,73.0,77.0,79.0,90.9,94.0,77.0,76.0,5-10 hours,Often,0,50-70%,Not at all,Fair,Always,Very motivated,Very engaged,Never,Very effective,1
21,F,2,Housewife,0,Tricycle Driver,9000,82,86.6,74.0,73.0,92.0,86.0,85.0,99.0,92.0,93.6,91.0,75.0,92.0,16-20 hours,Often,1,More than 90%,Slightly,Excellent,Always,Extremely motivated,Very engaged,Never,Not effective,1
19,F,4,Government Official,16000,Househusband,0,81,78.7,77.0,78.0,83.0,75.0,83.0,77.0,80.0,85.7,76.0,76.0,75.0,5-10 hours,Often,0,Less than 50%,Very actively,Good,Always,Extremely motivated,Very engaged,Sometimes,Very effective,1
18,F,0,Housewife,0,PUV Driver,12000,78,81.1,79.0,77.0,80.0,77.0,91.0,76.0,77.0,91.7,76.0,90.0,77.0,Less than 5 hours,Always,0,More than 90%,Moderately,Excellent,Rarely,Very motivated,Slightly engaged,Rarely,Very effective,1
20,F,1,Tailor,9500,Factory Driver,13000,89,86.3,83.0,86.0,79.0,84.0,83.0,90.0,87.0,97.5,85.0,77.0,98.0,5-10 hours,Sometimes,1,50-70%,Slightly,Excellent,Always,Very motivated,Extremely engaged,Often,Extremely effective,1
19,M,3,Sales Assistant,10500,Factory Worker,10000,94,80.6,82.0,91.0,80.0,80.0,74.0,80.0,82.0,89.5,76.0,77.0,75.0,11-15 hours,Sometimes,0,More than 90%,Moderately,Excellent,Always,Very motivated,Moderately engaged,Often,Moderately effective,1
22,M,1,Housewife,0,Sales Associate,14000,95,82.0,84.0,87.0,77.0,84.0,72.0,80.0,82.0,85.9,76.0,85.0,89.0,5-10 hours,Rarely,1,50-70%,Very actively,Excellent,Always,Extremely motivated,Extremely engaged,Never,Very effective,1
18,F,0,Teacher,17500,Customer Service Representative,22000,93,86.0,94.0,82.0,82.0,82.0,88.0,87.0,95.0,97.0,76.0,76.0,87.0,Less than 5 hours,Rarely,1,More than 90%,Slightly,Good,Sometimes,Not motivated,Extremely engaged,Sometimes,Very effective,1
20,M,1,Housewife,0,Plumber,15000,76,83.7,78.0,77.0,81.0,76.0,82.0,76.0,95.0,88.1,90.0,89.0,89.0,Less than 5 hours,Never,0,71-90%,Not at all,Excellent,Always,Very motivated,Moderately engaged,Never,Not effective,1
21,F,2,Cashier,15000,Warehouse Staff,11000,90,80.3,78.0,80.0,76.0,84.0,88.0,76.0,77.0,88.9,76.0,77.0,82.0,5-10 hours,Often,1,More than 90%,Slightly,Fair,Always,Extremely motivated,Moderately engaged,Never,Moderately effective,1
19,M,4,Yaya,7000,Call Center Agent,20000,88,81.5,82.0,79.0,87.0,71.0,86.0,88.0,82.0,90.6,75.0,77.0,79.0,5-10 hours,Often,0,71-90%,Not at all,Fair,Often,Very motivated,Extremely engaged,Rarely,Extremely effective,1
18,M,0,Housewife,0,Maintenance Worker,12000,97,83.9,79.0,79.0,82.0,80.0,91.0,82.0,92.0,93.4,80.0,87.0,78.0,5-10 hours,Often,1,More than 90%,Not at all,Good,Often,Very motivated,Very engaged,Often,Moderately effective,1
20,M,1,Security Guard,12000,Delivery Rider,13000,86,82.8,77.0,93.0,83.0,86.0,74.0,76.0,77.0,96.8,76.0,95.0,77.0,Less than 5 hours,Always,0,More than 90%,Very actively,Good,Sometimes,Extremely motivated,Extremely engaged,Rarely,Extremely effective,1
19,M,2,Housewife,0,Janitor,8000,84,87.6,76.0,91.0,88.0,79.0,95.0,97.0,80.0,97.6,91.0,75.0,94.0,Less than 5 hours,Often,0,Less than 50%,Not at all,Good,Always,Very motivated,Moderately engaged,Rarely,Very effective,1
21,F,1,Delivery Rider,12000,Office Staff,15000,82,84.9,83.0,89.0,88.0,78.0,84.0,90.0,96.0,88.0,75.0,76.0,87.0,Less than 5 hours,Never,1,71-90%,Slightly,Fair,Often,Not motivated,Very engaged,Sometimes,Very effective,1
20,F,5,Sales Clerk,12500,Waiter,10000,81,82.2,77.0,77.0,80.0,90.0,73.0,97.0,90.0,91.2,76.0,76.0,77.0,5-10 hours,Sometimes,0,71-90%,Very actively,Excellent,Always,Extremely motivated,Slightly engaged,Often,Extremely effective,1
18,M,0,Factory Worker,9500,Retail Salesperson,14000,78,84.0,85.0,96.0,87.0,74.0,87.0,87.0,60.0,85.5,94.0,75.0,94.0,Less than 5 hours,Sometimes,0,71-90%,Moderately,Good,Rarely,Very motivated,Slightly engaged,Often,Not effective,1
19,M,1,Housewife,0,Graphic Designer,20000,89,85.1,80.0,85.0,73.0,77.0,88.0,92.0,98.0,98.7,80.0,82.0,82.0,More than 20 hours,Sometimes,0,Less than 50%,Very actively,Good,Sometimes,Extremely motivated,Moderately engaged,Often,Very effective,1
20,M,2,Housewife,0,Government Official,17000,94,83.8,72.0,83.0,81.0,79.0,82.0,70.0,95.0,93.0,85.0,92.0,90.0,16-20 hours,Rarely,1,Less than 50%,Very actively,Poor,Often,Extremely motivated,Very engaged,Sometimes,Extremely effective,1
18,F,4,HR,18000,Street Vendor,9000,95,85.9,86.0,89.0,83.0,77.0,91.0,97.0,77.0,89.2,84.0,76.0,96.0,16-20 hours,Always,1,71-90%,Very actively,Excellent,Sometimes,Not motivated,Very engaged,Sometimes,Not effective,1
19,M,0,Waitress,8000,Construction Worker,13000,93,84.7,76.0,86.0,80.0,89.0,76.0,87.0,96.0,90.8,78.0,93.0,80.0,5-10 hours,Often,0,71-90%,Not at all,Poor,Often,Extremely motivated,Moderately engaged,Often,Extremely effective,1
20,M,1,Housewife,0,Mechanic,16000,76,84.0,76.0,86.0,73.0,95.0,83.0,97.0,78.0,90.4,88.0,78.0,80.0,5-10 hours,Sometimes,0,More than 90%,Moderately,Poor,Always,Very motivated,Moderately engaged,Rarely,Very effective,1
21,M,3,Government Official,13000,Electrician,14000,90,84.5,80.0,89.0,87.0,85.0,80.0,92.0,77.0,97.4,77.0,82.0,83.0,Less than 5 hours,Always,1,71-90%,Slightly,Excellent,Sometimes,Extremely motivated,Very engaged,Sometimes,Very effective,1
19,M,1,Tailor,9000,Security Guard,15000,88,81.5,76.0,78.0,72.0,76.0,80.0,85.0,82.0,88.8,89.0,95.0,75.0,16-20 hours,Often,0,Less than 50%,Slightly,Poor,Often,Very motivated,Very engaged,Often,Moderately effective,1
18,F,0,Street Vendor,11500,Jeepney Driver,13000,97,83.4,90.0,85.0,80.0,78.0,88.0,83.0,77.0,87.2,77.0,76.0,96.0,More than 20 hours,Rarely,0,More than 90%,Moderately,Poor,Often,Moderately motivated,Very engaged,Often,Very effective,1
20,M,2,Sales Assistant,15000,Househusband,0,86,82.9,71.0,75.0,76.0,81.0,89.0,90.0,92.0,88.3,91.0,79.0,80.0,16-20 hours,Sometimes,1,71-90%,Moderately,Poor,Always,Extremely motivated,Very engaged,Often,Not effective,1
18,F,4,Teacher,19500,PUV Driver,11000,84,85.2,93.0,70.0,85.0,85.0,84.0,83.0,79.0,94.1,80.0,88.0,96.0,5-10 hours,Sometimes,1,More than 90%,Extremely actively,Fair,Rarely,Not motivated,Extremely engaged,Never,Very effective,1
20,M,0,Housewife,0,Factory Driver,12000,82,79.9,81.0,95.0,81.0,83.0,94.0,88.0,82.0,0.0,98.0,83.0,94.0,16-20 hours,Always,0,50-70%,Very actively,Fair,Sometimes,Extremely motivated,Very engaged,Never,Not effective,1
21,F,1,Yaya,9500,Factory Worker,11000,81,81.9,81.0,70.0,82.0,79.0,84.0,83.0,85.0,90.4,78.0,83.0,85.0,11-15 hours,Rarely,0,More than 90%,Moderately,Good,Always,Extremely motivated,Very engaged,Never,Not effective,1
19,M,2,Housewife,0,Sales Associate,15000,78,84.5,80.0,96.0,79.0,90.0,76.0,76.0,91.0,97.3,78.0,89.0,77.0,Less than 5 hours,Often,1,Less than 50%,Very actively,Excellent,Sometimes,Moderately motivated,Very engaged,Rarely,Very effective,1
18,M,1,Cashier,10000,Customer Service Representative,18000,89,78.6,87.0,74.0,86.0,84.0,76.0,76.0,60.0,92.6,75.0,75.0,79.0,16-20 hours,Often,1,Less than 50%,Not at all,Good,Often,Moderately motivated,Slightly engaged,Often,Very effective,1
20,F,5,Delivery Rider,14000,Plumber,14000,94,80.2,74.0,81.0,72.0,87.0,89.0,76.0,82.0,89.9,76.0,79.0,76.0,11-15 hours,Sometimes,0,Less than 50%,Very actively,Excellent,Often,Very motivated,Very engaged,Often,Not effective,1
19,M,0,Housewife,0,Warehouse Staff,12000,95,80.1,84.0,75.0,77.0,78.0,78.0,76.0,82.0,86.8,84.0,80.0,80.0,16-20 hours,Rarely,0,More than 90%,Very actively,Poor,Often,Very motivated,Very engaged,Often,Very effective,1
18,F,1,Security Guard,12500,Call Center Agent,21000,93,86.2,74.0,83.0,91.0,83.0,91.0,84.0,96.0,93.2,75.0,90.0,88.0,5-10 hours,Always,1,More than 90%,Not at all,Good,Always,Extremely motivated,Very engaged,Rarely,Extremely effective,1
22,F,2,Laundry Personnel,9500,Maintenance Worker,13000,76,84.4,84.0,78.0,71.0,81.0,84.0,99.0,98.0,84.9,80.0,90.0,79.0,16-20 hours,Sometimes,0,50-70%,Moderately,Fair,Often,Extremely motivated,Slightly engaged,Often,Very effective,1
20,M,4,Factory Worker,11000,Delivery Rider,12000,90,86.1,90.0,85.0,86.0,87.0,73.0,97.0,79.0,96.6,91.0,82.0,80.0,5-10 hours,Often,1,Less than 50%,Not at all,Fair,Sometimes,Not motivated,Slightly engaged,Sometimes,Moderately effective,1
19,F,0,Housewife,0,Janitor,9000,88,83.2,81.0,85.0,81.0,81.0,86.0,76.0,78.0,91.1,83.0,95.0,78.0,16-20 hours,Sometimes,0,Less than 50%,Not at all,Good,Sometimes,Not motivated,Moderately engaged,Never,Not effective,1
18,F,1,Housewife,0,Office Staff,15000,97,80.2,84.0,88.0,77.0,76.0,76.0,90.0,77.0,87.5,75.0,76.0,76.0,5-10 hours,Sometimes,1,71-90%,Slightly,Excellent,Always,Extremely motivated,Extremely engaged,Never,Very effective,1
21,F,3,Government Official,18000,Waiter,11000,86,79.5,78.0,79.0,78.0,82.0,66.0,76.0,79.0,95.9,76.0,88.0,77.0,5-10 hours,Often,0,Less than 50%,Very actively,Fair,Always,Very motivated,Very engaged,Often,Very effective,1
20,M,1,Teacher,20000,Retail Salesperson,15000,84,83.7,84.0,79.0,91.0,84.0,80.0,80.0,85.0,98.1,75.0,85.0,80.0,16-20 hours,Often,0,71-90%,Not at all,Excellent,Sometimes,Extremely motivated,Extremely engaged,Never,Not effective,1
19,F,0,Housewife,0,Graphic Designer,22000,82,83.4,75.0,78.0,89.0,83.0,83.0,77.0,72.0,90.2,90.0,97.0,83.0,16-20 hours,Rarely,1,71-90%,Very actively,Excellent,Sometimes,Not motivated,Extremely engaged,Often,Very effective,1
18,M,1,Waitress,12000,Government Official,19000,81,84.6,70.0,84.0,79.0,94.0,96.0,97.0,77.0,89.3,87.0,75.0,82.0,Less than 5 hours,Rarely,0,71-90%,Slightly,Excellent,Always,Moderately motivated,Very engaged,Sometimes,Very effective,1
20,M,2,Housewife,0,Street Vendor,8000,78,80.4,80.0,96.0,84.0,77.0,75.0,70.0,77.0,86.3,76.0,76.0,87.0,5-10 hours,Often,0,More than 90%,Not at all,Excellent,Sometimes,Extremely motivated,Very engaged,Often,Not effective,1
21,M,4,Sales Clerk,13000,Construction Worker,14000,89,83.8,93.0,81.0,77.0,86.0,88.0,81.0,77.0,97.7,76.0,75.0,90.0,5-10 hours,Sometimes,1,More than 90%,Slightly,Excellent,Often,Moderately motivated,Slightly engaged,Never,Very effective,1
19,F,0,HR,20000,Mechanic,13000,94,85.3,90.0,80.0,84.0,78.0,91.0,99.0,77.0,91.8,80.0,77.0,91.0,16-20 hours,Often,0,50-70%,Slightly,Excellent,Rarely,Not motivated,Very engaged,Rarely,Moderately effective,1
18,F,1,Housewife,0,Electrician,12000,95,83.5,72.0,84.0,89.0,90.0,73.0,83.0,78.0,92.0,85.0,76.0,96.0,16-20 hours,Always,1,50-70%,Slightly,Excellent,Rarely,Very motivated,Moderately engaged,Rarely,Very effective,1
20,M,2,Tailor,9500,Security Guard,14000,93,84.5,84.0,75.0,81.0,78.0,93.0,92.0,90.0,88.6,75.0,95.0,78.0,5-10 hours,Never,0,More than 90%,Slightly,Excellent,Often,Extremely motivated,Extremely engaged,Sometimes,Not effective,1
19,M,1,Yaya,8000,Jeepney Driver,12000,76,86.1,89.0,85.0,94.0,82.0,86.0,91.0,83.0,94.3,80.0,76.0,87.0,5-10 hours,Sometimes,0,Less than 50%,Not at all,Poor,Sometimes,Very motivated,Very engaged,Sometimes,Very effective,1
22,F,5,Housewife,0,Tricycle Driver,10000,90,87.1,78.0,90.0,85.0,95.0,80.0,76.0,93.0,93.6,85.0,86.0,96.0,11-15 hours,Rarely,1,50-70%,Slightly,Excellent,Always,Extremely motivated,Very engaged,Often,Very effective,1
18,M,0,Delivery Rider,13000,Househusband,0,88,80.4,83.0,78.0,81.0,72.0,81.0,89.0,80.0,85.8,85.0,74.0,76.0,5-10 hours,Sometimes,0,71-90%,Very actively,Good,Sometimes,Moderately motivated,Slightly engaged,Often,Very effective,1
20,M,1,Housewife,0,PUV Driver,12000,97,86.2,88.0,88.0,88.0,92.0,89.0,76.0,87.0,95.2,80.0,76.0,89.0,Less than 5 hours,Always,1,50-70%,Very actively,Excellent,Always,Very motivated,Very engaged,Sometimes,Not effective,1
21,F,2,Factory Worker,9500,Factory Driver,14000,86,85.9,83.0,74.0,77.0,91.0,84.0,89.0,98.0,98.4,78.0,76.0,96.0,Less than 5 hours,Always,1,More than 90%,Slightly,Poor,Always,Very motivated,Extremely engaged,Sometimes,Not effective,1
